"subject","activity","tBodyAcc-mean()-X","tBodyAcc-mean()-Y","tBodyAcc-mean()-Z","tBodyAcc-std()-X","tBodyAcc-std()-Y","tBodyAcc-std()-Z","tGravityAcc-mean()-X","tGravityAcc-mean()-Y","tGravityAcc-mean()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z","tBodyAccJerk-mean()-X","tBodyAccJerk-mean()-Y","tBodyAccJerk-mean()-Z","tBodyAccJerk-std()-X","tBodyAccJerk-std()-Y","tBodyAccJerk-std()-Z","tBodyGyro-mean()-X","tBodyGyro-mean()-Y","tBodyGyro-mean()-Z","tBodyGyro-std()-X","tBodyGyro-std()-Y","tBodyGyro-std()-Z","tBodyGyroJerk-mean()-X","tBodyGyroJerk-mean()-Y","tBodyGyroJerk-mean()-Z","tBodyGyroJerk-std()-X","tBodyGyroJerk-std()-Y","tBodyGyroJerk-std()-Z","tBodyAccMag-mean()","tBodyAccMag-std()","tGravityAccMag-mean()","tGravityAccMag-std()","tBodyAccJerkMag-mean()","tBodyAccJerkMag-std()","tBodyGyroMag-mean()","tBodyGyroMag-std()","tBodyGyroJerkMag-mean()","tBodyGyroJerkMag-std()","fBodyAcc-mean()-X","fBodyAcc-mean()-Y","fBodyAcc-mean()-Z","fBodyAcc-std()-X","fBodyAcc-std()-Y","fBodyAcc-std()-Z","fBodyAccJerk-mean()-X","fBodyAccJerk-mean()-Y","fBodyAccJerk-mean()-Z","fBodyAccJerk-std()-X","fBodyAccJerk-std()-Y","fBodyAccJerk-std()-Z","fBodyGyro-mean()-X","fBodyGyro-mean()-Y","fBodyGyro-mean()-Z","fBodyGyro-std()-X","fBodyGyro-std()-Y","fBodyGyro-std()-Z","fBodyAccMag-mean()","fBodyAccMag-std()","fBodyBodyAccJerkMag-mean()","fBodyBodyAccJerkMag-std()","fBodyBodyGyroMag-mean()","fBodyBodyGyroMag-std()","fBodyBodyGyroJerkMag-mean()","fBodyBodyGyroJerkMag-std()"
2,"standing",-0.448235462430189,-0.596764266537736,-0.720853921207547,-0.517007157037736,-0.415032003756604,-0.57389825809434,-0.179808372807547,-0.559831796901887,-0.999892460377358,-0.56148130890566,-0.202163979145283,-0.315255186313208,-0.189549843224528,-0.306317336566038,-0.399599265622642,-0.450380972207547,-0.254751683113208,-0.373466935386792,-0.364679333296604,-0.756684916886792,-0.813135063471698,-0.596185353150943,-0.395723906754717,-0.743967104362264,-0.222664109886792,-0.336776062628302,-0.451530369811321,-0.141979126369811,-0.198241228641509,-0.256435446301887,-0.482191826037736,-0.762217371833962,-0.94746427809434,-0.618787090324528,-0.449517579745283,-0.0927340604113207,0.0211028455603774,-0.627263090603774,-0.0507127256924528,-0.659105320603774,-0.885825115264151,-0.752964490150943,-0.50074397359434,-0.693019218698113,-0.914880174150943,-0.742386829579245,-0.269623465571698,-0.432752681339623,-0.19806254560566,-0.164411520660377,-0.422778865218868,-0.478427934660377,-0.682703388790566,-0.999126767924528,-0.665783280377358,-0.426588002603774,-0.629284461018868,-0.976757833396226,-0.546688362120755,-0.778482526660377,-0.408960685373585,-0.450806040362264,-0.685648898322642,-0.424608677335849,-0.215871961433962,-0.492121257743396
2,"laying",-0.393330914229167,-0.809163653820833,-0.995913983125,-0.540114868520833,-0.318774936972917,-0.8449743445625,-0.603721102291667,-0.778797186369375,-0.800914516875,-0.451220934335417,-0.211226222104167,-0.405340883291667,-0.384242589541667,-0.562696107416667,-0.5616906815,-0.35427415221875,-0.343883406958333,-0.599516830160417,-0.4959029268125,-0.72106981173125,-0.566242566052083,-0.399806477604167,-0.5117665015625,-0.67262954049375,-0.442712036895833,-0.818905713125,-0.618492142,-0.191809830648333,-0.355871334229167,-0.783964666666667,-0.30485283725,-0.948109071041667,-0.801959485625,-0.751192403145833,-0.233800444833333,-0.216892508979167,-0.29994711015,-0.800998380252083,-0.392793958541667,-0.597115519145833,-0.775836962208333,-0.585454436375,-0.642913800875,-0.903042064916667,-0.787543955554167,-0.451352037104167,-0.748278232083333,-0.589554964083333,-0.0391572208895833,-0.364963850083333,-0.836240496854167,-0.595599451339792,-0.802345562416667,-0.787128627791667,-0.445747784308542,-0.423261559375,-0.759179256333333,-0.792067045854167,-0.6266162215625,-0.669903912958333,-0.68871545568125,-0.236808066875,-0.46166592125,-0.19258244541875,-0.257927556958333,-0.587131770208333
3,"walking",-0.50728771335,-0.552641775474138,-0.435284252586207,-0.404013950551724,-0.419868099344828,-0.57701162087931,-0.589230532431035,-0.300737244655172,-0.326157999775862,-0.62582388428,-0.494410562934724,-0.78206555412069,-0.323827661913793,-0.562392895172414,-0.621447170362069,-0.334788100275862,-0.33397216312069,-0.447723150843103,-0.103283487068966,-0.246894557922414,-0.578786587860345,-0.563965277844828,-0.904615047362069,-0.733521356672414,-0.512000032465517,-0.630285428137931,-0.885466600172414,-0.816125579241379,-0.47842952137931,-0.594368781862069,-0.813668853827586,-0.746222168775862,-0.538007667955172,-0.257619743541379,-0.647088840327586,-0.498221353324138,-0.740667760224138,-0.902367311951724,-0.766829697353448,-0.573883727172414,-0.567674189974138,-0.729509983551724,-0.815865599468966,-0.667420868206897,-0.885610222586207,-0.500793898793103,-0.224751595275862,-0.270585756218966,-0.990153446034483,-0.693753591586207,-0.639496298396552,-0.631406984931035,-0.888605223494828,-0.762857880982759,-0.666366665534483,-0.672792170167241,-0.276516126568966,-0.0401178567713793,-0.473995192931034,-0.306433929323397,-0.0166945445465517,-0.1378014743,-0.468976557972414,-0.192762582586207,-0.493496656,-0.366464560482759
3,"walking_upstairs",-0.589251774030508,-0.518329176627119,-0.384184098661017,-0.459339243238983,-0.651732394938983,-0.612022063644068,-0.365930931169492,-0.404580855576271,-0.453792468677966,-0.46623831379661,-0.659536291457627,-0.919107937966102,-0.515405366779661,-0.592310299118644,-0.583493387232203,-0.358511595455932,-0.740348517627119,-0.281186184794915,-0.219282528186441,-0.277488899033898,-0.48090693779661,-0.615435752483051,-0.802321453435593,-0.509888403932203,-0.743199866928814,-0.869915291423729,-0.727778910050847,-0.587518513923729,-0.647614081764407,-0.378468552813559,-0.99892741440678,-0.493174062881356,-0.639672333050847,-0.0834454948847458,-0.578809425528814,-0.27504368759322,-0.957527572881356,-0.770352250949152,-0.604210585576271,-0.324305773457627,-0.671005900728814,-0.785222792440678,-0.740263122789831,-0.966672502898305,-0.767935636830508,-0.395802997711864,-0.302545811711864,-0.755257896813559,-0.650379784084746,-0.608927511254237,-0.704501441915254,-0.475935731220339,-0.91291983661017,-0.690807191813559,-0.649898000979661,-0.629358549813559,-0.0639785192440678,-0.138149983186441,-0.439552465627119,-0.198615407367797,-0.200393686237288,-0.301290601879661,-0.335136859830509,-0.531593264152542,-0.454390256535593,-0.286782529610169
3,"walking_downstairs",-0.693644630044898,-0.464431700040816,-0.299038046183673,-0.621964479265306,-0.715451012967347,-0.479170016938776,-0.407580353098367,-0.420471682918367,-0.514621804567347,-0.623110056836735,-0.808004295306122,-0.796140779387755,-0.345810834440816,-0.381315194795918,-0.609036697469388,-0.510181724102041,-0.680430982918367,-0.174407864673469,-0.388249748142857,-0.172902870326531,-0.44722383722449,-0.901061291020408,-0.619307804714286,-0.53431573622449,-0.780923874653061,-0.713434954530612,-0.911913588163265,-0.559611453283673,-0.317920082763265,-0.311101473836735,-0.85071861122449,-0.495260597142857,-0.64972087977551,-0.283745518053061,-0.424298112816327,-0.398731624612245,-0.99652718755102,-0.652652833714286,-0.521355514306122,-0.441746931,-0.720425481020408,-0.477087216146327,-0.814912214632653,-0.95657782722449,-0.670937982836735,-0.385701755714286,-0.426359074367347,-0.472862351469388,-0.846043691653061,-0.725003960408163,-0.421091229771429,-0.649275913081633,-0.987468627755102,-0.615728364367347,-0.577613812857143,-0.559627275653061,-0.214905616285714,-0.312085005265306,-0.363435746306122,-0.43715698614898,-0.17827545144898,-0.106947430897959,-0.477937394591837,-0.627671867428571,-0.378454569265306,-0.446637662795918
3,"sitting",-0.644217480848077,-0.460439701736538,-0.489144756038462,-0.432343913403846,-0.4244975595,-0.338403429171154,-0.505747374421346,-0.559278599461538,-0.195453505576923,-0.393175647384615,-0.640366820326923,-0.517232313211539,-0.375925474961538,-0.376578919081538,-0.61949571625,-0.428367041648077,-0.391252555269231,-0.215318545673077,-0.235145007011154,-0.152123322428846,-0.493403361942308,-0.571890588644231,-0.731924564961538,-0.911312408269231,-0.660458529828462,-0.382291812686538,-0.788551404461538,-0.894493622115385,-0.495956854730769,-0.469876677961538,-0.715020795519231,-0.381245351682692,-0.785049468076923,-0.331138835826923,-0.418802583826923,-0.273574965076923,-0.836249202230769,-0.678905321961538,-0.593373715288462,-0.817289298923077,-0.514310530846154,-0.498290394961538,-0.7435269055,-0.839824349384615,-0.736123084230769,-0.527438016284615,-0.370571637423077,-0.180124692442308,-0.713786225346154,-0.997974477307692,-0.608793865234615,-0.5767241615,-0.835609876173077,-0.749104529909615,-0.902681565961538,-0.630580447269231,-0.510716381673077,-0.249925449557692,-0.703108046153846,-0.287398886673077,-0.298465823596154,-0.0263309141038462,-0.468386142284615,-0.298820923380769,-0.528913474711538,-0.490006734615385
3,"standing",-0.823301629098361,-0.637179060303279,-0.750506259970492,-0.512661775639344,-0.434524711672131,-0.434687035508197,-0.61141507452459,-0.5745461056,-0.456774744377049,-0.322378974901639,-0.399767635968852,-0.694975634327869,-0.530441906642623,-0.289919081290164,-0.388317200609836,-0.301866497518033,-0.183958272363934,-0.356635744606557,-0.0357930345770492,-0.0693343977983607,-0.493519511852459,-0.337478780729508,-0.790641821606557,-0.99883718557377,-0.540169079504918,-0.581675739065574,-0.790758442491803,-0.800874653016393,-0.64631608804918,-0.500587620639344,-0.668052160895082,-0.474401674786885,-0.680948988754098,-0.354968852409836,-0.427108410413115,-0.192586154437705,-0.485734629967213,-0.843529973885246,-0.697887185836066,-0.403615402311475,-0.284337930317377,-0.425961025518033,-0.669405492245902,-0.479786907327869,-0.850108088344262,-0.83315050557377,-0.137555633032787,-0.321118569081967,-0.756741082191803,-0.753869774262295,-0.88636505147541,-0.678215946196721,-0.674364436918033,-0.648465820770492,-0.964442087377049,-0.590740167754098,-0.404096819065574,-0.355138506647049,-0.82143700204918,-0.242973391747541,-0.40970608054918,-0.235593931163934,-0.415876911739344,-0.12407122807,-0.817691663081967,-0.476056742770492
3,"laying",-0.659784914870968,-0.678947065729032,-0.539220999935484,-0.418619518274194,-0.63242066014129,-0.567585250870968,-0.579367241387097,-0.44282970606129,-0.226480311274194,-0.387950753306452,-0.681174061774194,-0.772435939370968,-0.253479238374194,-0.396762574516129,-0.533346375812903,-0.179154984677419,-0.462331723467742,-0.551678057725806,-0.101971275564516,-0.368984909451613,-0.360494799014516,-0.409932301629032,-0.994900611612903,-0.647414421254839,-0.584851348903226,-0.775271037741936,-0.747325473854839,-0.94081053,-0.500511807615,-0.332309665433871,-0.789904792516129,-0.642059496983871,-0.578623633945161,-0.467197709935484,-0.38402985316129,-0.325511009354839,-0.849414584112903,-0.924798555645161,-0.504742657677419,-0.53908732745,-0.485295153143871,-0.707943247269355,-0.520577444721774,-0.856303611290323,-0.925297253870968,-0.404276871532258,-0.362164829354839,-0.450630814903226,-0.759798446725806,-0.878188238225806,-0.680096336387097,-0.549139492782903,-0.832077473435484,-0.864819326209677,-0.609901809609677,-0.5516729065,-0.394986367032258,-0.207017107048387,-0.431928628580645,-0.346258055419355,-0.250867536258065,-0.158750928709677,-0.213294288629032,-0.407890474285484,-0.407956495190323,-0.353034945106452
4,"walking",-0.776631962833333,-0.6102258395,-0.510791198333333,-0.831254455541667,-0.675223637011667,-0.57893722895,-0.626884829433333,-0.455930560161667,-0.55537486333,-0.476882014566667,-0.3644022769,-0.164728859126667,-0.4675843498,-0.0514298978348333,-0.472754535233333,-0.7848164623,-0.485927455616667,-0.126682163708333,-0.717956839071667,-0.421251544828333,-0.641547746486667,-0.964393741566667,-0.754031881565,-0.513012366426667,-0.235605986591667,-0.147588020676667,-0.517405320366667,-0.364865129666667,-0.212765828983333,-0.0490824284233333,-0.196559485928333,-0.583124213283333,-0.540920510505,-0.894684614348333,-0.256706845566667,-0.350141552166667,-0.482603552716667,-0.45033026298,-0.0556494941666667,-0.51832173593,-0.708838267186667,-0.999700146333333,-0.545740115336667,-0.208343035673333,-0.680174844016667,-0.993406741333333,-0.13045006205,-0.32623023695,-0.393368746331667,-0.143502544013333,-0.2652360259,-0.509899153933333,-0.484713797216667,-0.660604382355167,-0.68647984642,-0.544602705111667,-0.439733091733333,-0.567592075297,-0.777308161718333,-0.516575424798333,-0.17563128035,-0.418633423716667,-0.796967736033333,-0.776684055666667,-0.705181637833333,-0.495116047386667
4,"walking_upstairs",-0.390254205192308,-0.266307570023077,-0.752138328,-0.861313877692308,-0.417017235886538,-0.254006253730769,-0.609821934075,-0.405212636730769,-0.662102452961538,-0.729032130173077,-0.512338363398077,-0.174837398269231,-0.325418214423077,-0.232789534557692,-0.481515847307692,-0.321563634423077,-0.368708977634615,-0.334014214192308,-0.6964446255,-0.490798798326923,-0.820557282398077,-0.764984277903846,-0.498434823076923,-0.607767868173077,-0.142873232726923,-0.337824888923077,-0.360618740186923,-0.298863316682692,-0.12530415025,-0.332401788403846,-0.108017078942308,-0.657728056632692,-0.614393400186538,-0.999342163461538,-0.695576680961538,-0.493321226942308,-0.613716046134615,-0.439936022288462,-0.130888605788462,-0.304607505307692,-0.686234199554615,-0.791269554738462,-0.597245731923077,-0.589943954959615,-0.778518971,-0.697232164023077,-0.271546113805769,-0.335583750038462,-0.3289638305,-0.196100744467308,-0.348402276596154,-0.354214624942308,-0.435394778923077,-0.687601506903846,-0.895638663480769,-0.604260051267308,-0.397829793444231,-0.526783660538462,-0.489880373426538,-0.636062587346154,-0.312466931403846,-0.397288351448077,-0.824314598326923,-0.684422720961538,-0.577561721782692,-0.544154162730769
